Borrower Name,Lender Name / Role,Sector,RIC,Tranche Type,Issue Date,Maturity Date,Discounted Spread,Tranche Amount (USD),Tranche Amount,Tranche Currency,Market Segment,Region,Market of Issue,Domicile,Specific Purpose,Base Rate / Margin,Seniority,Secured,Tenor,Tranche CUSIP,Ticker,SIC,NAIC,Contributed Pricing Source,LIN,Sponsored,Price (Ask),Price (Bid),Price (Mid),Pricing Source,Yield (to 3 yrs)
VIRTUS INVESTMENT PARTNERS INC,"Bank of America NA:Arranger, Bank of New York Mellon:Documentation, Barclays:Syndication agent, JPMorgan Chase Bank National Association:Arranger, Morgan Stanley:Admin agent, Royal Bank of Canada:Syndication agent",Investment Management & Fund Operators (NEC),,Revolver/Line >= 1 Yr.,20-06-23,28-09-26,--,"175,000,000","175,000,000",US Dollar,"Leveraged, Non Investment Grade",North America,United States,United States,General Purpose,,Senior,,39,,,"Finance, Insurance and Real Estate\Security and Commodity Brokers, Dealers, Exchanges, and Services\Services Allied With The Exchange of Securities Or Commodities\Investment Advice",Portfolio Management and Investment Advice,,,No,--,--,--,,--
BAPCOR FINANCE PTY LTD,"ANZ Banking Group (New Zealand) Ltd:Participant, Australia & New Zealand Banking Group Ltd [ANZ]:Participant, Brighthouse Life Insurance Co:Participant, Citibank NA Sydney:Participant, HSBC:Participant, MUFG Bank Ltd (Auckland Branch):Participant, MUFG Bank Sydney:Participant, Metlife Insurance KK:Participant, Metropolitan Life Insurance Co:Participant, Metropolitan Tower Life Insurance Company:Participant, National Australia Bank Ltd [NAB]:Participant, Pensionskasse des Bundes PUBLICA:Participant, Westpac Banking Corp:Mandated Lead arranger",Corporate Financial Services (NEC),,Revolver/Term Loan,21-06-23,01-07-28,--,"29,254,593","45,000,000",Australian Dollar,,Asia,Australia,Australia,General Purpose,,Senior,,61,,BAPXBF,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Other Financial Vehicles,,,No,--,--,--,,--
KELEBEK ENGINE FINANCE SAS,"BNP Paribas SA:Mandated Lead arranger, Bank of America Securities:Participant",Business Support Services (NEC),,Term Loan,21-06-23,26-06-33,--,"27,258,627","4,218,000,000",Japanese Yen,Investment Grade,EMEA,France,France,General Purpose,,Senior,,120,,KEEEK,"Transportation, Communications, Electric, Gas, And Sanitary Services\Transportation By Air\Airports, Flying Fields, and Airport Terminal Services\Airports, Flying Fields, and Airport Terminal Services",All Other Business Support Services,,,No,--,--,--,,--
BAPCOR FINANCE PTY LTD,"ANZ Banking Group (New Zealand) Ltd:Participant, Australia & New Zealand Banking Group Ltd [ANZ]:Participant, Brighthouse Life Insurance Co:Participant, Citibank NA Sydney:Participant, HSBC:Participant, MUFG Bank Ltd (Auckland Branch):Participant, MUFG Bank Sydney:Participant, Metlife Insurance KK:Participant, Metropolitan Life Insurance Co:Participant, Metropolitan Tower Life Insurance Company:Participant, National Australia Bank Ltd [NAB]:Participant, Pensionskasse des Bundes PUBLICA:Participant, Westpac Banking Corp:Mandated Lead arranger",Corporate Financial Services (NEC),,Revolver/Term Loan,21-06-23,01-07-25,--,"26,004,083","40,000,000",Australian Dollar,,Asia,Australia,Australia,General Purpose,,Senior,,25,,BAPXBF,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Other Financial Vehicles,,,No,--,--,--,,--
BAPCOR FINANCE PTY LTD,"ANZ Banking Group (New Zealand) Ltd:Participant, Australia & New Zealand Banking Group Ltd [ANZ]:Participant, Brighthouse Life Insurance Co:Participant, Citibank NA Sydney:Participant, HSBC:Participant, MUFG Bank Ltd (Auckland Branch):Participant, MUFG Bank Sydney:Participant, Metlife Insurance KK:Participant, Metropolitan Life Insurance Co:Participant, Metropolitan Tower Life Insurance Company:Participant, National Australia Bank Ltd [NAB]:Participant, Pensionskasse des Bundes PUBLICA:Participant, Westpac Banking Corp:Mandated Lead arranger",Corporate Financial Services (NEC),,Revolver/Term Loan,21-06-23,01-07-28,--,"16,252,552","25,000,000",Australian Dollar,,Asia,Australia,Australia,General Purpose,,Senior,,61,,BAPXBF,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Other Financial Vehicles,,,No,--,--,--,,--
BAPCOR FINANCE PTY LTD,"ANZ Banking Group (New Zealand) Ltd:Participant, Australia & New Zealand Banking Group Ltd [ANZ]:Participant, Brighthouse Life Insurance Co:Participant, Citibank NA Sydney:Participant, HSBC:Participant, MUFG Bank Ltd (Auckland Branch):Participant, MUFG Bank Sydney:Participant, Metlife Insurance KK:Participant, Metropolitan Life Insurance Co:Participant, Metropolitan Tower Life Insurance Company:Participant, National Australia Bank Ltd [NAB]:Participant, Pensionskasse des Bundes PUBLICA:Participant, Westpac Banking Corp:Mandated Lead arranger",Corporate Financial Services (NEC),,Revolver/Term Loan,21-06-23,01-07-25,--,"35,755,614","55,000,000",Australian Dollar,,Asia,Australia,Australia,General Purpose,,Senior,,25,,BAPXBF,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Other Financial Vehicles,,,No,--,--,--,,--
BAPCOR FINANCE PTY LTD,"ANZ Banking Group (New Zealand) Ltd:Participant, Australia & New Zealand Banking Group Ltd [ANZ]:Participant, Brighthouse Life Insurance Co:Participant, Citibank NA Sydney:Participant, HSBC:Participant, MUFG Bank Ltd (Auckland Branch):Participant, MUFG Bank Sydney:Participant, Metlife Insurance KK:Participant, Metropolitan Life Insurance Co:Participant, Metropolitan Tower Life Insurance Company:Participant, National Australia Bank Ltd [NAB]:Participant, Pensionskasse des Bundes PUBLICA:Participant, Westpac Banking Corp:Mandated Lead arranger",Corporate Financial Services (NEC),,Revolver/Term Loan,21-06-23,01-07-25,--,"39,006,124","60,000,000",Australian Dollar,,Asia,Australia,Australia,General Purpose,,Senior,,25,,BAPXBF,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Other Financial Vehicles,,,No,--,--,--,,--
ROLUX SAS,"BNP Paribas SA:Mandated Lead arranger, Banque Populaire Rives de Paris:Participant, Caisse d'Epargne et de Prevoyance Ile-de-France:Participant, Le Credit Lyonnais SA [LCL]:Mandated Lead arranger, Societe Generale SA:Mandated Lead arranger",Investment Management & Fund Operators (NEC),,Term Loan,21-06-23,21-06-29,--,"31,875,996","30,600,000",Euro,"Sponsored, M&A, LBO, Leveraged",EMEA,France,France,Leveraged Buyout,,Senior,Yes,72,,ROLUX,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Investment Offices\Management Investment Offices, Open- End",Portfolio Management and Investment Advice,,,Yes,--,--,--,,--
BAPCOR FINANCE PTY LTD,"ANZ Banking Group (New Zealand) Ltd:Participant, Australia & New Zealand Banking Group Ltd [ANZ]:Participant, Brighthouse Life Insurance Co:Participant, Citibank NA Sydney:Participant, HSBC:Participant, MUFG Bank Ltd (Auckland Branch):Participant, MUFG Bank Sydney:Participant, Metlife Insurance KK:Participant, Metropolitan Life Insurance Co:Participant, Metropolitan Tower Life Insurance Company:Participant, National Australia Bank Ltd [NAB]:Participant, Pensionskasse des Bundes PUBLICA:Participant, Westpac Banking Corp:Mandated Lead arranger",Corporate Financial Services (NEC),,Revolver/Term Loan,21-06-23,01-07-28,--,"13,002,041","20,000,000",Australian Dollar,,Asia,Australia,Australia,General Purpose,,Senior,,61,,BAPXBF,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Other Financial Vehicles,,,No,--,--,--,,--
QIC PRIVATE CAPITAL PTY LTD,"Bank of China Ltd:Mandated Lead arranger, CIBC [Canadian Imperial Bank of Commerce]:Mandated Lead arranger, China Construction Bank (New Zealand) Ltd:Lead arranger, China Construction Bank (New Zealand) Ltd:Mandated Lead arranger, China Construction Bank [CCB]:Arranger, Commonwealth Bank of Australia:Mandated Lead arranger, ICBC Sydney:Arranger, Industrial & Commercial Bank of China:Mandated Lead arranger, KEB Hana Bank:Lead arranger, KEB Hana Bank:Mandated Lead arranger, MUFG Bank Ltd:Lead arranger, MUFG Bank Ltd:Mandated Lead arranger, National Australia Bank Ltd [NAB]:Lead arranger, National Australia Bank Ltd [NAB]:Mandated Lead arranger, Societe Generale SA:Lead arranger, Societe Generale SA:Mandated Lead arranger, Sumitomo Mitsui Banking Corp:Lead arranger, Sumitomo Mitsui Banking Corp:Mandated Lead arranger, Westpac Banking Corp New Zealand Branch:Lead arranger, Westpac Banking Corp New Zealand Branch:Mandated Lead arranger, Westpac Banking Corp:Arranger",Investment Management & Fund Operators (NEC),,Revolver/Line >= 1 Yr.,21-06-23,21-06-28,--,"141,158,903","242,000,000",New Zealand Dollar,"Project Finance, M&A, Green Loan, Sustainable Finance Loans",Asia,Australia,Australia,Acquisition,BKMB (for New Zealand) + 195,Senior,,60,,QINVEC,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Investment Offices\Management Investment Offices, Open- End",Portfolio Management and Investment Advice,,,No,--,--,--,,--
QIC PRIVATE CAPITAL PTY LTD,"Bank of China Ltd:Mandated Lead arranger, CIBC [Canadian Imperial Bank of Commerce]:Mandated Lead arranger, China Construction Bank (New Zealand) Ltd:Lead arranger, China Construction Bank (New Zealand) Ltd:Mandated Lead arranger, China Construction Bank [CCB]:Arranger, China Construction Bank [CCB]:Mandated Lead arranger, Commonwealth Bank of Australia:Mandated Lead arranger, ICBC Sydney:Arranger, Industrial & Commercial Bank of China:Lead arranger, Industrial & Commercial Bank of China:Mandated Lead arranger, KEB Hana Bank:Lead arranger, KEB Hana Bank:Mandated Lead arranger, MUFG Bank Ltd:Lead arranger, MUFG Bank Ltd:Mandated Lead arranger, National Australia Bank Ltd [NAB]:Lead arranger, National Australia Bank Ltd [NAB]:Mandated Lead arranger, Societe Generale SA:Lead arranger, Societe Generale SA:Mandated Lead arranger, Sumitomo Mitsui Banking Corp:Lead arranger, Sumitomo Mitsui Banking Corp:Mandated Lead arranger, Westpac Banking Corp New Zealand Branch:Lead arranger, Westpac Banking Corp New Zealand Branch:Mandated Lead arranger, Westpac Banking Corp:Arranger, Westpac Banking Corp:Mandated Lead arranger",Investment Management & Fund Operators (NEC),,Term Loan,21-06-23,21-06-28,--,"524,971,127","900,000,000",New Zealand Dollar,"Project Finance, M&A, Green Loan, Sustainable Finance Loans",Asia,Australia,Australia,Acquisition,BKMB (for New Zealand) + 195,Senior,,60,,QINVEC,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Investment Offices\Management Investment Offices, Open- End",Portfolio Management and Investment Advice,,,No,--,--,--,,--
BAPCOR FINANCE PTY LTD,"ANZ Banking Group (New Zealand) Ltd:Participant, Australia & New Zealand Banking Group Ltd [ANZ]:Participant, Brighthouse Life Insurance Co:Participant, Citibank NA Sydney:Participant, HSBC:Participant, MUFG Bank Ltd (Auckland Branch):Participant, MUFG Bank Sydney:Participant, Metlife Insurance KK:Participant, Metropolitan Life Insurance Co:Participant, Metropolitan Tower Life Insurance Company:Participant, National Australia Bank Ltd [NAB]:Participant, Pensionskasse des Bundes PUBLICA:Participant, Westpac Banking Corp:Mandated Lead arranger",Corporate Financial Services (NEC),,Revolver/Term Loan,21-06-23,01-07-27,--,"13,002,041","20,000,000",Australian Dollar,,Asia,Australia,Australia,General Purpose,,Senior,,49,,BAPXBF,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Other Financial Vehicles,,,No,--,--,--,,--
NATIONAL STORAGE FINANCE PTY LTD,"Agricultural Bank of China:Mandated Lead arranger, Bank of China Auckland:Arranger, Bank of East Asia Singapore:Arranger, Chang Hwa Commercial Bank:Lead arranger, First Commercial Bank:Lead arranger, Fubon Bank (Hong Kong) Ltd:Mandated Lead arranger, Fukoku Mutual Life Insurance Co:Arranger, KEB Hana Bank:Arranger, Mega International Commercial Bank Co Ltd:Lead arranger, National Australia Bank Ltd:Mandated Lead arranger, Shanghai Commercial & Savings Bank Offshore Banking branch:Arranger, Shinhan Bank Sydney:Arranger, Sumitomo Mitsui Banking Corp:Mandated Lead arranger, Taipei Fubon Commercial Bank:Arranger, Taipei Fubon Commercial Bank:Senior arranger, Taishin International Bank Brisbane:Lead arranger, Taiwan Business Bank Brisbane:Arranger, Taiwan Cooperative Bank:Lead arranger, Woori Bank:Arranger",Business Support Services (NEC),,Term Loan,21-06-23,21-06-30,--,"130,020,413","200,000,000",Australian Dollar,,Asia,Australia,Australia,General Purpose,BBSY + 195,Senior,,84,,NTSFI,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Miscellaneous Investing\Real Estate Investment Trusts",All Other Business Support Services,,,No,--,--,--,,"20,498.00"
QIC PRIVATE CAPITAL PTY LTD,"CIBC [Canadian Imperial Bank of Commerce]:Mandated Lead arranger, China Construction Bank (New Zealand) Ltd:Mandated Lead arranger, China Construction Bank [CCB]:Arranger, Commonwealth Bank of Australia:Mandated Lead arranger, ICBC Sydney:Arranger, Industrial & Commercial Bank of China:Mandated Lead arranger, KEB Hana Bank:Mandated Lead arranger, MUFG Bank Ltd:Mandated Lead arranger, National Australia Bank Ltd [NAB]:Mandated Lead arranger, National Australia Bank Ltd:Lead arranger, Societe Generale SA:Mandated Lead arranger, Sumitomo Mitsui Banking Corp:Mandated Lead arranger, Westpac Banking Corp New Zealand Branch:Mandated Lead arranger, Westpac Banking Corp:Arranger",Investment Management & Fund Operators (NEC),,Revolver/Line >= 1 Yr.,21-06-23,21-06-28,--,"14,582,531","25,000,000",New Zealand Dollar,"Project Finance, M&A, Green Loan, Sustainable Finance Loans",Asia,Australia,Australia,Acquisition,BKMB (for New Zealand) + 195,Senior,,60,,QINVEC,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Investment Offices\Management Investment Offices, Open- End",Portfolio Management and Investment Advice,,,No,--,--,--,,--
NATIONAL STORAGE FINANCE PTY LTD,"Agricultural Bank of China:Mandated Lead arranger, Bank of China Auckland:Arranger, Bank of East Asia Singapore:Arranger, Chang Hwa Commercial Bank:Lead arranger, First Commercial Bank:Lead arranger, Fubon Bank (Hong Kong) Ltd:Mandated Lead arranger, KEB Hana Bank:Arranger, Mega International Commercial Bank Co Ltd:Lead arranger, National Australia Bank Ltd:Mandated Lead arranger, Shanghai Commercial & Savings Bank Offshore Banking branch:Arranger, Shinhan Bank Sydney:Arranger, Sumitomo Mitsui Banking Corp:Mandated Lead arranger, Taipei Fubon Commercial Bank:Arranger, Taipei Fubon Commercial Bank:Senior arranger, Taishin International Bank Brisbane:Lead arranger, Taiwan Business Bank Brisbane:Arranger, Taiwan Cooperative Bank:Lead arranger, Woori Bank:Arranger",Business Support Services (NEC),,Term Loan,21-06-23,21-06-28,--,"130,020,413","200,000,000",Australian Dollar,,Asia,Australia,Australia,General Purpose,BBSY + 175,Senior,,60,,NTSFI,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Miscellaneous Investing\Real Estate Investment Trusts",All Other Business Support Services,,,No,--,--,--,,"18,498.00"
ROLUX SAS,"BNP Paribas SA:Mandated Lead arranger, Banque Populaire Rives de Paris:Participant, Caisse d'Epargne et de Prevoyance Ile-de-France:Participant, Le Credit Lyonnais SA [LCL]:Mandated Lead arranger, Societe Generale SA:Mandated Lead arranger",Investment Management & Fund Operators (NEC),,Term Loan,21-06-23,21-06-30,--,"31,875,996","30,600,000",Euro,"Sponsored, M&A, LBO, Leveraged",EMEA,France,France,Leveraged Buyout,,Senior,Yes,84,,ROLUX,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Investment Offices\Management Investment Offices, Open- End",Portfolio Management and Investment Advice,,,Yes,--,--,--,,--
BAPCOR FINANCE PTY LTD,"ANZ Banking Group (New Zealand) Ltd:Participant, Australia & New Zealand Banking Group Ltd [ANZ]:Participant, Brighthouse Life Insurance Co:Participant, Citibank NA Sydney:Participant, HSBC:Participant, MUFG Bank Ltd (Auckland Branch):Participant, MUFG Bank Sydney:Participant, Metlife Insurance KK:Participant, Metropolitan Life Insurance Co:Participant, Metropolitan Tower Life Insurance Company:Participant, National Australia Bank Ltd [NAB]:Participant, Pensionskasse des Bundes PUBLICA:Participant, Westpac Banking Corp:Mandated Lead arranger",Corporate Financial Services (NEC),,Revolver/Term Loan,21-06-23,01-07-27,--,"29,254,593","45,000,000",Australian Dollar,,Asia,Australia,Australia,General Purpose,,Senior,,49,,BAPXBF,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Other Financial Vehicles,,,No,--,--,--,,--
BAPCOR FINANCE PTY LTD,"ANZ Banking Group (New Zealand) Ltd:Participant, Australia & New Zealand Banking Group Ltd [ANZ]:Participant, Brighthouse Life Insurance Co:Participant, Citibank NA Sydney:Participant, HSBC:Participant, MUFG Bank Ltd (Auckland Branch):Participant, MUFG Bank Sydney:Participant, Metlife Insurance KK:Participant, Metropolitan Life Insurance Co:Participant, Metropolitan Tower Life Insurance Company:Participant, National Australia Bank Ltd [NAB]:Participant, Pensionskasse des Bundes PUBLICA:Participant, Westpac Banking Corp:Mandated Lead arranger",Corporate Financial Services (NEC),,Revolver/Term Loan,21-06-23,01-07-26,--,"65,010,207","100,000,000",Australian Dollar,,Asia,Australia,Australia,General Purpose,,Senior,,37,,BAPXBF,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Other Financial Vehicles,,,No,--,--,--,,--
BAPCOR FINANCE PTY LTD,"ANZ Banking Group (New Zealand) Ltd:Participant, Australia & New Zealand Banking Group Ltd [ANZ]:Participant, Brighthouse Life Insurance Co:Participant, Citibank NA Sydney:Participant, HSBC:Participant, MUFG Bank Ltd (Auckland Branch):Participant, MUFG Bank Sydney:Participant, Metlife Insurance KK:Participant, Metropolitan Life Insurance Co:Participant, Metropolitan Tower Life Insurance Company:Participant, National Australia Bank Ltd [NAB]:Participant, Pensionskasse des Bundes PUBLICA:Participant, Westpac Banking Corp:Mandated Lead arranger",Corporate Financial Services (NEC),,Revolver/Term Loan,21-06-23,01-07-26,--,"16,252,552","25,000,000",Australian Dollar,,Asia,Australia,Australia,General Purpose,,Senior,,37,,BAPXBF,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Other Financial Vehicles,,,No,--,--,--,,--
