,Bank,In_Strength,Out_Strength,Betweenness,Katz,PageRank
CCCC FIRST HIGHWAY ENGINEERING HEBI INVESTMENT CONSTRUCTION,CCCC FIRST HIGHWAY ENGINEERING HEBI INVESTMENT CONSTRUCTION,253260646,0,0,0,0.000206398756388086
NANJING QIXIA MOUNTAIN CULTURAL TOURISM INVESTMENT DEVELOPMENT,NANJING QIXIA MOUNTAIN CULTURAL TOURISM INVESTMENT DEVELOPMENT,1242150299,0,0,0,0.000354164385847667
OHIO EQUITY FUND FOR HOUSING XXXI LP,OHIO EQUITY FUND FOR HOUSING XXXI LP,7.5e+07,0,0,0,0.000197553296799674
GAOYOU STATEOWNED ASSETS INVESTMENT MANAGEMENT HOLDING GROUP,GAOYOU STATEOWNED ASSETS INVESTMENT MANAGEMENT HOLDING GROUP,138016700,0,0,0,0.000208315195037502
CONTINENTAL 518 FUND,CONTINENTAL 518 FUND,44700000,0,0,0,0.000360775618313916
VIRTU FINANCIAL,VIRTU FINANCIAL,1495000001,0,0,0.0450081036979452,0.000212552263036252
NPOV FORT WORTH PROJECT 3,NPOV FORT WORTH PROJECT 3,39600000,0,0,0,0.000197846379272746
PRIME PROPERTY FUND ASIA LP,PRIME PROPERTY FUND ASIA LP,2e+08,0,0,0,0.000198654262400833
INFLUENCE X MUSIC IIA LP,INFLUENCE X MUSIC IIA LP,5e+07,0,0,0,0.000197789978999165
CELLNEX FINANCE,CELLNEX FINANCE,4183130529,0,0,0.0799944412117326,0.000881199273915111
PUBLIC FINANCIAL HOLDINGS,PUBLIC FINANCIAL HOLDINGS,141313704,0,0,0,0.000213001712185815
ETERNAL NANYANG INVESTMENT,ETERNAL NANYANG INVESTMENT,1.1e+08,0,0,0,0.00020119295209163
ARTICLE STUDENT LIVING STATION COLUMBIA,ARTICLE STUDENT LIVING STATION COLUMBIA,38500000,0,0,0,0.000219721462922202
EDUWEST FINANCE COMPANY PTY,EDUWEST FINANCE COMPANY PTY,214852746,0,0,0,0.000196402533497505
NANTONG KAIYUAN ASSET MANAGEMENT,NANTONG KAIYUAN ASSET MANAGEMENT,27603340,0,0,0,0.000249950833583112
NZ HEALTHCARE INVESTMENTS,NZ HEALTHCARE INVESTMENTS,226320883,0,0,0,0.000459650702453866
BEIJING HAIDIAN STATE OWNED CAPITAL OPERATION,BEIJING HAIDIAN STATE OWNED CAPITAL OPERATION,4623559450,0,0,0,0.000741615514296515
SPARTAN BIDCO PTY,SPARTAN BIDCO PTY,1.48e+08,0,0,0,0.000202034806422841
NANTONG RUCHENG NEW DISTRICT INVESTMENT DEVELOPMENT,NANTONG RUCHENG NEW DISTRICT INVESTMENT DEVELOPMENT,234621489,0,0,0,0.000196623480475944
PATCHWAY HOLDINGS HK,PATCHWAY HOLDINGS HK,1663776156,0,0,0,0.000257796927738668
GROUPE BAELEN SAS,GROUPE BAELEN SAS,4166796,0,0,0,0.000201203920407765
IBT INTERNATIONAL FINANCIAL LEASING,IBT INTERNATIONAL FINANCIAL LEASING,465116279,0,0,0,0.000331960014818739
77R INVESTMENTS PTE,77R INVESTMENTS PTE,350059428,0,0,0,0.000201644708770367
USFP AIRPORT DEVELOPMENT,USFP AIRPORT DEVELOPMENT,59500000,0,0,0,0.000311518353988396
UNIFIN FINANCIERA SAB DE CV,UNIFIN FINANCIERA SAB DE CV,7.5e+07,0,0,0,0.000382249108299028
MACE FINANCE,MACE FINANCE,12531014,0,0,0,0.000194540219287933
DESRI PROJECT FINANCING 2,DESRI PROJECT FINANCING 2,149999999,0,0,0,0.000197134477999116
FAIRFIELD DEARBORN,FAIRFIELD DEARBORN,4.3e+07,0,0,0,0.00036188538495295
FORESIGHT AUSTRALIA FUNDS MANAGEMENT,FORESIGHT AUSTRALIA FUNDS MANAGEMENT,69274876,0,0,0,0.000195289752459099
MILIONE SPA,MILIONE SPA,666687498,0,0,0,0.000278898863119109
VITOL FINANCE BV,VITOL FINANCE BV,977122919,0,0,0,0.000302594667503963
LIYANG LICHENG PARK CONSTRUCTION INVESTMENT,LIYANG LICHENG PARK CONSTRUCTION INVESTMENT,186322545,0,0,0,0.000214945094860494
FIBRA EXI,FIBRA EXI,24508603,0,0,0,0.000194813668872887
WHP GLOBAL,WHP GLOBAL,625000001,0,0,0,0.000199586468705874
50TH 5TH LIC,50TH 5TH LIC,2.2e+08,0,0,0,0.000196022006349178
CR CNIC INVESTMENT,CR CNIC INVESTMENT,350868402,0,0,0,0.000205763966981077
RIVERNORTH CAPITAL MANAGEMENT,RIVERNORTH CAPITAL MANAGEMENT,5.5e+07,0,0,0,0.000204233380361959
CHINA MERCHANTS SHEKOU SANYA DEVELOPMENT,CHINA MERCHANTS SHEKOU SANYA DEVELOPMENT,193223380,0,0,0,0.00020019517158802
NATIONAL BANK OF EGYPT SAE,NATIONAL BANK OF EGYPT SAE,2106000003,0,0,0.125120602038485,0.000846530115091569
DONGFENG NISSAN FINANCE LEASING,DONGFENG NISSAN FINANCE LEASING,62107515,0,0,0,0.000209245748919024
WUXI CHENGBEI INVESTMENT DEVELOPMENT,WUXI CHENGBEI INVESTMENT DEVELOPMENT,299496239,0,0,0,0.000334142981449429
STOLT TANKERS FINANCE,STOLT TANKERS FINANCE,414999998,0,0,0.0109620307461738,0.000259267961670961
NISOURCE FINANCE,NISOURCE FINANCE,1849999993,0,0,0.0238255232107081,0.000244030236765308
SAGEBRUSH STORAGE FINANCE,SAGEBRUSH STORAGE FINANCE,332062204,0,0,0,0.000206930350372025
PRATT FINANCE PTY,PRATT FINANCE PTY,325051032,0,0,0.0116218344290426,0.000199143515591393
RELIANCE RAIL FINANCE PTY,RELIANCE RAIL FINANCE PTY,1300204065,0,0,0,0.000293224384991946
TPG RE FINANCE 24,TPG RE FINANCE 24,2.5e+08,0,0,0.0136835775714392,0.000367571185091776
BRADFORD CAPITAL SL,BRADFORD CAPITAL SL,65106202,0,0,0,0.00020795011701117
BUREAUS INVESTMENT GROUP PORTFOLIO NO 15,BUREAUS INVESTMENT GROUP PORTFOLIO NO 15,1.8e+08,0,0,0,0.00061890066010906
LB CONSOLIDATED,LB CONSOLIDATED,110000001,0,0,0,0.000236182672479255
WINDCREST FINANCE KK,WINDCREST FINANCE KK,190965491,0,0,0,0.000219436473412173
DEA CAPITAL REAL ESTATE SGR SPA,DEA CAPITAL REAL ESTATE SGR SPA,665273912,0,0,0,0.000328178185823232
CAPE FINANCE CORPORATION,CAPE FINANCE CORPORATION,51099325,0,0,0.00396099844392801,0.000556078702983803
POWER SUSTAINABLE INFRASTRUCTURE CANADA FUND I LP,POWER SUSTAINABLE INFRASTRUCTURE CANADA FUND I LP,375536480,0,0,0,0.000246460316258743
GD CP METRO,GD CP METRO,77785000,0,0,0,0.000197844060022906
HANAMI INVESTMENT FUND,HANAMI INVESTMENT FUND,73231456,0,0,0,0.000206923056072792
COREBRIDGE FINANCIAL,COREBRIDGE FINANCIAL,8000000002,0,0,0.47903836455485,0.000327492158210265
CBOE GLOBAL MARKETS,CBOE GLOBAL MARKETS,1650039065,0,0,0.0799158290223886,0.000222303257099002
KAR WASH HOLDINGS,KAR WASH HOLDINGS,4.1e+07,0,0,0.00188849804020557,0.000233762133730291
FORESIGHT SOLAR FUND,FORESIGHT SOLAR FUND,187965216,0,0,0,0.000209599207110587
ROADMAP HOLDINGS KK,ROADMAP HOLDINGS KK,1757787257,0,0,0,0.000235528750683181
CLEARLAKE CAPITAL GROUP LP,CLEARLAKE CAPITAL GROUP LP,7.9e+08,0,0,0,0.000197628393551975
RA PARENT HOLDINGS LP,RA PARENT HOLDINGS LP,120000001,0,0,0,0.000254585242827422
BCEGI HONG KONG,BCEGI HONG KONG,121999995,0,0,0,0.000212438344503136
ATLANTIC LIFE SCIENCE FUND WLS I,ATLANTIC LIFE SCIENCE FUND WLS I,2.5e+08,0,0,0,0.000228688034613395
ACADIAN ASSET MANAGEMENT,ACADIAN ASSET MANAGEMENT,2.65e+08,0,0,0.0384712350052937,0.000201713691928489
HATTHA BANK,HATTHA BANK,7.5e+07,0,0,0,0.000197591080539443
BANK DHOFAR SAOG,BANK DHOFAR SAOG,1050000002,0,0,0.0202732759989336,0.000658873446708931
SUMMER FINANCE COMPANY PTY,SUMMER FINANCE COMPANY PTY,638256393,0,0,0,0.000240889091993891
CLOVER BEATS MUSIC HOLDINGS II,CLOVER BEATS MUSIC HOLDINGS II,137500000,0,0,0,0.000197156999468784
FUNDRISE MF FACILITY 1 BORROWER,FUNDRISE MF FACILITY 1 BORROWER,1.75e+08,0,0,0,0.000199882888933045
SYDNEY AIRPORT FINANCE COMPANY PTY,SYDNEY AIRPORT FINANCE COMPANY PTY,1560244950,0,0,0.0189775402700188,0.000213926313816143
FOREIGN TRADE BANK OF LATIN AMERICA,FOREIGN TRADE BANK OF LATIN AMERICA,1338730001,0,0,0,0.00092778959962871
EURALIS FINANCES,EURALIS FINANCES,354177737,0,0,0,0.000209897673823565
IEE21 EUROPE SL,IEE21 EUROPE SL,56251758,0,0,0,0.00022013513036239
VIENTO FUNDING II,VIENTO FUNDING II,250200000,0,0,0,0.000204307614776051
CASTOR FUNDING,CASTOR FUNDING,16285383,0,0,0,0.000197533952886196
VIETINBANK SECURITIES JSC,VIETINBANK SECURITIES JSC,5e+07,0,0,0,0.000194516859301457
FOSUN INTERNATIONAL,FOSUN INTERNATIONAL,2451492931,0,0,0.0214608287215917,0.00198436589303684
LESHAN XIEXIN NEW ENERGY TECHNOLOGY,LESHAN XIEXIN NEW ENERGY TECHNOLOGY,483058451,0,0,0,0.000217941306319099
HONDA CANADA FINANCE,HONDA CANADA FINANCE,1430615162,0,0,0,0.000242833549677475
GRAND PACIFIC FINANCE,GRAND PACIFIC FINANCE,99999999,0,0,0,0.000366639520616757
PUBLIC BANK BHD,PUBLIC BANK BHD,3.7e+08,0,0,0,0.000201280797968906
DIDEROT FINANCEMENT 33,DIDEROT FINANCEMENT 33,101299999,0,0,0,0.000285118599462268
MACQUARIE INTERNATIONAL FINANCE,MACQUARIE INTERNATIONAL FINANCE,4243890341,0,0,0.175032496087882,0.000682567129561571
GLP CHINA FINANCING HOLDING,GLP CHINA FINANCING HOLDING,1.85e+08,0,0,0,0.000237330882911225
ASANA PARTNERS FUND II REIT 10,ASANA PARTNERS FUND II REIT 10,499999999,0,0,0,0.000369416450749346
HEITMAN,HEITMAN,9.5e+07,0,0,0,0.000197507251325902
RUDONG DINGNENG ENERGY INVESTMENT,RUDONG DINGNENG ENERGY INVESTMENT,27603340,0,0,0,0.000249950833583112
MERCHANTS HEALTHCARE FUND SPE I,MERCHANTS HEALTHCARE FUND SPE I,1.8e+08,0,0,0,0.000304568287224007
NET PROTECTIONS HOLDINGS,NET PROTECTIONS HOLDINGS,77549437,0,0,0,0.000202436139022465
AMK MICROFINANCE INSTITUTION,AMK MICROFINANCE INSTITUTION,360000002,0,0,0,0.000270355821946309
1000137577 ONTARIO,1000137577 ONTARIO,28612304,0,0,0,0.000207080268004284
CENTURY INVESTMENTS,CENTURY INVESTMENTS,550000003,0,0,0,0.000265996349841862
SIRIUS CAPITAL PARTNERS AB OY,SIRIUS CAPITAL PARTNERS AB OY,116670312,0,0,0,0.000204968577742325
INFINITE FINANCE,INFINITE FINANCE,1117453370,0,0,0,0.0012713406771409
KB PRASAC BANK,KB PRASAC BANK,491999999,0,0,0,0.00141025577044174
RITCHIE BROS US FINANCE LP,RITCHIE BROS US FINANCE LP,3869999997,0,0,0.0470344920021396,0.000303033339581607
ZHEJIANG NANHU INTERNATIONAL CLUB,ZHEJIANG NANHU INTERNATIONAL CLUB,146297702,0,0,0,0.00019565198608007
EMPLOYEES PROVIDENT FUND BOARD,EMPLOYEES PROVIDENT FUND BOARD,474386564,0,0,0,0.000418069431603779
TURKIYE VARLIK FONU YONETIMI AS,TURKIYE VARLIK FONU YONETIMI AS,2404702384,0,0,0.255571335468395,0.00786713485662308
DONGGUAN BAOWANG INVESTMENT,DONGGUAN BAOWANG INVESTMENT,124215030,0,0,0,0.000200021721646243
STONELAKE CAPITAL PARTNERS,STONELAKE CAPITAL PARTNERS,2.25e+08,0,0,0,0.000196639819326006
HOMECO DNR FINANCE PTY,HOMECO DNR FINANCE PTY,2090078141,0,0,0,0.000373418378346309
MAGAZINE PERICO LP,MAGAZINE PERICO LP,41031284,0,0,0,0.000194413128054828
PRIMARY PRODUCTS FINANCE,PRIMARY PRODUCTS FINANCE,1734000001,0,0,0.0501277796542151,0.00024214907057304
PW FUND B LP,PW FUND B LP,1000000001,0,0,0,0.000202649009681829
RETIRE AUSTRALIA FINANCE PTY,RETIRE AUSTRALIA FINANCE PTY,292545928,0,0,0,0.000361564112473854
ROUND HILL MUSIC ROYALTY FUND III PLUS LP,ROUND HILL MUSIC ROYALTY FUND III PLUS LP,3.5e+07,0,0,0,0.000197240066610146
BGO DIVERSIFIED US PROPERTY FUND OPERATING LP,BGO DIVERSIFIED US PROPERTY FUND OPERATING LP,9e+08,0,0,0,0.000302013238059921
JIANGSU TAC FINANCIAL LEASING,JIANGSU TAC FINANCIAL LEASING,452004696,0,0,0,0.000771549480924366
ENERGYAUSTRALIA FINANCE PTY,ENERGYAUSTRALIA FINANCE PTY,1157181675,0,0,0,0.000377387023179634
NU PAGAMENTOS INSTITUICAO DE PAGAMENTO,NU PAGAMENTOS INSTITUICAO DE PAGAMENTO,637860888,0,0,0.0938836647968525,0.000200611700927279
OBTON GROUP HOLDING AS,OBTON GROUP HOLDING AS,166971735,0,0,0,0.00035767175165666
STELLA FHR FINANCE PTY,STELLA FHR FINANCE PTY,702500292,0,0,0,0.000297929413711169
CCS POWER FINANCE,CCS POWER FINANCE,300800001,0,0,0.0184283472876541,0.000262585712135483
GRIDIRON FUNDING,GRIDIRON FUNDING,149999998,0,0,0,0.000199667765542094
CONTINENTAL 555 FUND,CONTINENTAL 555 FUND,64125000,0,0,0,0.000278654278583034
INNOVATIVE FUNDING SERVICES,INNOVATIVE FUNDING SERVICES,5e+07,0,0,0,0.000195154616823535
BRIGHTHOUSE FINANCIAL,BRIGHTHOUSE FINANCIAL,999999994,0,0,0.0420529061608316,0.000203306176711308
SICHUAN DEVELOPMENT ASSET MANAGEMENT INVESTMENT MANAGEMENT,SICHUAN DEVELOPMENT ASSET MANAGEMENT INVESTMENT MANAGEMENT,93989373,0,0,0,0.000359591912621331
YULON FINANCE,YULON FINANCE,586591319,0,0,0,0.000267807543009475
HEDGESERV HOLDING LP,HEDGESERV HOLDING LP,55500000,0,0,0,0.000198940710877028
RPI INTERMEDIATE FINANCE PARTNERSHIP LP,RPI INTERMEDIATE FINANCE PARTNERSHIP LP,8.5e+08,0,0,0,0.000270298619964552
AUTUMN FINANCE COMPANY PTY,AUTUMN FINANCE COMPANY PTY,636765858,0,0,0,0.0002081038362393
FIERA CAPITAL,FIERA CAPITAL,501832616,0,0,0,0.000214825313273756
RIGHT LANE,RIGHT LANE,793410120,0,0,0,0.000315377042071268
GSRP STANTON,GSRP STANTON,73200000,0,0,0,0.000195121729596031
TRANSURBAN FINANCE COMPANY PTY,TRANSURBAN FINANCE COMPANY PTY,536334207,0,0,0.0222310654944304,0.000200117215769355
JINAN LICHENG DISTRICT STATEOWNED ASSETS OPERATION,JINAN LICHENG DISTRICT STATEOWNED ASSETS OPERATION,59347181,0,0,0,0.000194678738260459
ICBCIL FINANCE,ICBCIL FINANCE,2700000005,0,0,0,0.00101259184830665
LASALLE PROPERTY FUND REIT,LASALLE PROPERTY FUND REIT,7e+08,0,0,0,0.000197190522435275
MRP GOLDEN FINANCE,MRP GOLDEN FINANCE,834875998,0,0,0,0.000381806817122808
IGNITE MUSIC FUND II SPE I LP,IGNITE MUSIC FUND II SPE I LP,200000002,0,0,0,0.000212218746910591
HONG KONG HOTEL REIT FINANCE,HONG KONG HOTEL REIT FINANCE,213255228,0,0,0,0.000210319918924649
MLGPF SPRINGBROOK INVESTMENT,MLGPF SPRINGBROOK INVESTMENT,51500000,0,0,0,0.000208923186708984
LEGAL GENERAL GROUP,LEGAL GENERAL GROUP,526302599,0,0,0,0.0002049550093736
CONTINENTAL 562 FUND,CONTINENTAL 562 FUND,64400000,0,0,0,0.000245962193894644
OPTUS FINANCE PTY,OPTUS FINANCE PTY,910142892,0,0,0.0280478316848123,0.000251088577173025
SUZHOU WUZHONG HENGXUN ASSET MANAGEMENT,SUZHOU WUZHONG HENGXUN ASSET MANAGEMENT,57967014,0,0,0,0.000194677196358168
NEW WORLD FINANCE,NEW WORLD FINANCE,706568517,0,0,0,0.00020409763772734
TRANSURBAN QUEENSLAND FINANCE PTY,TRANSURBAN QUEENSLAND FINANCE PTY,900391357,0,0,0,0.000537171478930846
KOMATSU FINANCE AMERICA,KOMATSU FINANCE AMERICA,1e+09,0,0,0.0528290641444091,0.000213165850523121
BLUE OWL,BLUE OWL,9.36e+09,0,0,0.179654882161309,0.000461426836438719
FINANCIERE GROUPE PEGASE,FINANCIERE GROUPE PEGASE,5208496,0,0,0,0.000198507693444848
SEGM HEMERA,SEGM HEMERA,11458690,0,0,0,0.000199768949733569
SEMBCORP FINANCIAL SERVICES PTE,SEMBCORP FINANCIAL SERVICES PTE,964316955,0,0,0,0.000216788871095442
SONA COMPANY PTE,SONA COMPANY PTE,3.3e+08,0,0,0.012203513805155,0.000386306431330829
FINANCIERE AGORA SAS,FINANCIERE AGORA SAS,78127442,0,0,0,0.000196656357805777
GENERALFINANCE SPA,GENERALFINANCE SPA,138545994,0,0,0,0.00124829618212504
MACQUARIE ASSET MANAGEMENT PTY,MACQUARIE ASSET MANAGEMENT PTY,918310875,0,0,0.00123816827055355,0.00052844355175125
GEELY SWEDEN FINANCIALS AB,GEELY SWEDEN FINANCIALS AB,2083398432,0,0,0,0.000803006598998085
WHEELOCK FINANCE,WHEELOCK FINANCE,475327913,0,0,0,0.000221358911483061
AGORE KIINTEISTOT KY,AGORE KIINTEISTOT KY,114203308,0,0,0,0.000204742019907991
MILLSTREAM SL,MILLSTREAM SL,18333906,0,0,0,0.000197804350643177
PAYPAL HOLDINGS,PAYPAL HOLDINGS,5387747187,0,0,0.147733688605657,0.000267975473809294
FOSUN INDUSTRIAL,FOSUN INDUSTRIAL,639590822,0,0,0,0.000384895940631797
BIG ADVANCE,BIG ADVANCE,127500000,0,0,0,0.000379507408111694
SCENTRE MANAGEMENT,SCENTRE MANAGEMENT,939397487,0,0,0,0.000265482916068986
TRADELANE PROPERTIES US INDUSTRIAL FUND II LP,TRADELANE PROPERTIES US INDUSTRIAL FUND II LP,1e+08,0,0,0,0.000305833760256738
US REAL ESTATE INVESTMENT FUND REIT,US REAL ESTATE INVESTMENT FUND REIT,4.5e+08,0,0,0,0.00027913733781739
SWEETWATER FRANCHISE GROUP,SWEETWATER FRANCHISE GROUP,5e+07,0,0,0,0.000363337736198373
AQ SAGE BUYER,AQ SAGE BUYER,3.06e+08,0,0,0,0.000210341198937425
ADVENT INTERNATIONAL GPE IX LP,ADVENT INTERNATIONAL GPE IX LP,3e+09,0,0,0,0.000264380103351822
MILLENNIUM MOOVE,MILLENNIUM MOOVE,450000001,0,0,0.0424409287815572,0.000198330248797407
HWABAO FINANCE LEASING,HWABAO FINANCE LEASING,301290458,0,0,0,0.000332692964418384
CHAILEASE INTERNATIONAL FINANCIAL SERVICE,CHAILEASE INTERNATIONAL FINANCIAL SERVICE,1e+08,0,0,0,0.000194758683378403
PRIVATE DEBT INVESTORS FEEDER BORROWER II,PRIVATE DEBT INVESTORS FEEDER BORROWER II,500000001,0,0,0,0.000372852506483469
YIXING DINGSHU GENERAL AVIATION INDUSTRIAL PARK DEVELOPMENT,YIXING DINGSHU GENERAL AVIATION INDUSTRIAL PARK DEVELOPMENT,103512526,0,0,0,0.000218395052198795
RMHSLB INVESTMENTS 1,RMHSLB INVESTMENTS 1,155000001,0,0,0,0.000247368419154165
FPA WHITEHAWK III PLUS MASTER FUND LP,FPA WHITEHAWK III PLUS MASTER FUND LP,5e+07,0,0,0,0.000219867655126437
ARROWMARK FINANCIAL,ARROWMARK FINANCIAL,69999999,0,0,0,0.000296278832668987
MANCHESTER AIRPORT GROUP FINANCE,MANCHESTER AIRPORT GROUP FINANCE,739329840,0,0,0,0.000231127428118978
TABCORP FINANCE PTY,TABCORP FINANCE PTY,617596962,0,0,0.0119309141318261,0.000205549851604459
LK FINANCE PTY,LK FINANCE PTY,617596962,0,0,0,0.000204595433575828
APOLLO A1,APOLLO A1,132999999,0,0,0,0.000206087434488711
500 CARE LANE NM,500 CARE LANE NM,112500000,0,0,0,0.000273068219858823
CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY,4.5e+08,0,0,0,0.000205064334696132
QINGDAO CHENGTONG INTEGRATION INVESTMENT,QINGDAO CHENGTONG INTEGRATION INVESTMENT,400248431,0,0,0,0.000209099156610335
INSPIRA FINANCIAL TRUST,INSPIRA FINANCIAL TRUST,3.29e+09,0,0,0,0.000823736077410262
INVENERGY RENEWABLES FINANCE GLOBAL,INVENERGY RENEWABLES FINANCE GLOBAL,7.5e+08,0,0,0,0.000203533321085669
W2W FINANCE,W2W FINANCE,118999999,0,0,0,0.000198727359866618
KOTAK MAHINDRA BANK,KOTAK MAHINDRA BANK,100000001,0,0,0,0.000226237075298827
GARDA DIVERSIFIED PROPERTY FUND,GARDA DIVERSIFIED PROPERTY FUND,182028578,0,0,0,0.000361018751633726
MESIROW FINANCIAL,MESIROW FINANCIAL,7.5e+07,0,0,0,0.000243865812814624
TUDOR GROUP HOLDINGS,TUDOR GROUP HOLDINGS,2.05e+08,0,0,0.0158395885515358,0.000196253519979951
ALIDADE CAPITAL FUND IV LP,ALIDADE CAPITAL FUND IV LP,129300000,0,0,0,0.000202551420437626
FINANCIERE DU VERN SAS,FINANCIERE DU VERN SAS,7291893,0,0,0,0.000367478232693941
TIKAL RE FUND,TIKAL RE FUND,104169922,0,0,0,0.000202291386177673
BANK TABUNGAN NEGARA TBK PT,BANK TABUNGAN NEGARA TBK PT,1e+08,0,0,0,0.000303549347271758
ASTRA SEDAYA FINANCE PT,ASTRA SEDAYA FINANCE PT,6.2e+08,0,0,0.0118337103565139,0.000440147756659232
NMB BANK,NMB BANK,2.5e+07,0,0,0,0.000195366450148804
MINISTERE DE LECONOMIE ET DES FINANCES DU BENIN,MINISTERE DE LECONOMIE ET DES FINANCES DU BENIN,154171485,0,0,0,0.000194970290238866
HOTAI FINANCE,HOTAI FINANCE,1958189199,0,0,0,0.000650378797557926
CITATION OIL GAS,CITATION OIL GAS,3000000003,0,0,0,0.000775940109081738
HERITAGE GROUP,HERITAGE GROUP,8e+08,0,0,0,0.000199410735369911
FISERV,FISERV,6000000006,0,0,0.100855486093872,0.000464534631111133
FAROPOINT INDUSTRIAL VALUE FUND III LP,FAROPOINT INDUSTRIAL VALUE FUND III LP,5.3e+08,0,0,0,0.000244278416912788
ZHANGJIAGANG BINJIANG NEW TOWN INVESTMENT DEVELOPMENT,ZHANGJIAGANG BINJIANG NEW TOWN INVESTMENT DEVELOPMENT,121454696,0,0,0,0.000196479003271152
MERLONE GEIER PARTNERS FUND XIII,MERLONE GEIER PARTNERS FUND XIII,1e+08,0,0,0,0.000195403922809011
PISA ACQUISITION FINANCE PTY,PISA ACQUISITION FINANCE PTY,1961492793,0,0,0,0.000305443383162358
KKY,KKY,1059924448,0,0,0,0.000324979016173151
JIANGSU JINXI INVESTMENT,JIANGSU JINXI INVESTMENT,496860120,0,0,0,0.000202376533133307
SHANGHAI CAOHEJING BEIYANG ARTIFICIAL INTELLIGENCE TOWN DEVELOPMENT,SHANGHAI CAOHEJING BEIYANG ARTIFICIAL INTELLIGENCE TOWN DEVELOPMENT,197363881,0,0,0,0.000197414374003981
NORTHERNPATHWAYS FINANCE PTY,NORTHERNPATHWAYS FINANCE PTY,458321958,0,0,0,0.00020558724652358
ILLUMINE FINCO,ILLUMINE FINCO,162500000,0,0,0,0.000327063525542619
CORPAY,CORPAY,6957000003,0,0,0.0642785283785951,0.000295633782064919
CONTINENTAL 659 FUND,CONTINENTAL 659 FUND,50268750,0,0,0,0.000227506362039913
CHANGZHOU KANGHUI INVESTMENT DEVELOPMENT,CHANGZHOU KANGHUI INVESTMENT DEVELOPMENT,207025050,0,0,0,0.000359858614325711
REALTY VALUE FUND XI LP,REALTY VALUE FUND XI LP,549999999,0,0,0,0.000199014630567141
VIET NAM INTERNATIONAL COMMERCIAL JOINT STOCK BANK,VIET NAM INTERNATIONAL COMMERCIAL JOINT STOCK BANK,724999999,0,0,0.00677595623151352,0.00063930777631886
PRIME PROPERTY FUND,PRIME PROPERTY FUND,2e+08,0,0,0,0.000196508957532319
FINANCIERE MEDIASCIENCE SAS,FINANCIERE MEDIASCIENCE SAS,15625488,0,0,0,0.000213168355544823
COSTA GROUP HOLDINGS PTY,COSTA GROUP HOLDINGS PTY,422566343,0,0,0,0.000246320311449797
MARTELLO RE HOLDINGS LIMITED,MARTELLO RE HOLDINGS LIMITED,6.6e+08,0,0,0,0.000201707209920675
RIVER FUEL FUNDING COMPANY 3,RIVER FUEL FUNDING COMPANY 3,1.2e+08,0,0,0,0.000196057603434382
COIMA SGR SPA,COIMA SGR SPA,660853985,0,0,0,0.000369565684242749
UNION BESITZ HOLDING GMBH KG,UNION BESITZ HOLDING GMBH KG,62501954,0,0,0,0.000404546770344092
SANIMA BANK,SANIMA BANK,2e+07,0,0,0,0.00019514398710974
CHONGZHOU CHONGXING INVESTMENT,CHONGZHOU CHONGXING INVESTMENT,48305845,0,0,0,0.000359484124750198
CMTG FUNDING II,CMTG FUNDING II,1.5e+08,0,0,0,0.000194845450677716
ANEMOI BIDCO,ANEMOI BIDCO,93752928,0,0,0,0.000195975250793675
DEAS PROPERTY FUND FINLAND I KY,DEAS PROPERTY FUND FINLAND I KY,168651573,0,0,0,0.000251637508732772
DRA GROWTH INCOME FUND X,DRA GROWTH INCOME FUND X,1.88e+08,0,0,0,0.000196118630057362
ALLEGRO FUNDS PTY,ALLEGRO FUNDS PTY,256652552,0,0,0,0.000293094417558609
BRIGHTMORE BRANDS,BRIGHTMORE BRANDS,1.58e+08,0,0,0,0.000259097340594753
SORMANO INVESTMENT HOLDINGS PTE,SORMANO INVESTMENT HOLDINGS PTE,3.75e+08,0,0,0,0.00020550695020767
JACCS MITRA PINASTHIKA MUSTIKA FINANCE INDONESIA PT,JACCS MITRA PINASTHIKA MUSTIKA FINANCE INDONESIA PT,229959940,0,0,0,0.00046766918182778
AHLI UNITED BANK BSCC,AHLI UNITED BANK BSCC,1899999999,0,0,0.0260620654679006,0.000951820135746092
BROOKFIELD,BROOKFIELD,2666310275,0,0,0.0964195512663086,0.000235583337814914
BRISTOL BAY NATIVE,BRISTOL BAY NATIVE,3.5e+08,0,0,0,0.00036101285484872
LV2M INVESTISSEMENT,LV2M INVESTISSEMENT,11458692,0,0,0,0.00019432686326395
ARCHERY DEVELOPMENT SAS,ARCHERY DEVELOPMENT SAS,5568924,0,0,0,0.000194365694218834
EMMES BLOCKER,EMMES BLOCKER,409999999,0,0,0,0.000274734999722582
ALLERAY GROUPE SAS,ALLERAY GROUPE SAS,11458691,0,0,0,0.000200645787409869
PLASTEM SAS,PLASTEM SAS,9375294,0,0,0,0.000207483997620022
FIRST AGRI HOLDINGS TAIWAN,FIRST AGRI HOLDINGS TAIWAN,64617177,0,0,0,0.00021021874963965
PERENTI FINANCE PTY,PERENTI FINANCE PTY,243788272,0,0,0,0.000620300591785156
TERRAGRO INTERNATIONAL,TERRAGRO INTERNATIONAL,3.5e+08,0,0,0,0.000195460231863063
TRIDENT ENERGY FINANCE,TRIDENT ENERGY FINANCE,5.65e+08,0,0,0.0441372217705797,0.000346405934884509
